"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"THE RAMCO CEMENTS LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Vocational skills","Education, Differently Abled, Livelihood",0.565652162
"APOLLO TYRES LIMITED.","FY 2024-25",Non-PSU,Kerala,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.5511905
"PRUDENT CORPORATE ADVISORY SERVICES LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0017
"ASK AUTOMOTIVE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001399
"HERO MOTOCORP LIMITED","FY 2024-25",Non-PSU,Uttarakhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",2.830987953
"INFOSYS LIMITED","FY 2024-25",Non-PSU,Haryana,"Art and culture","Heritage Art And Culture",0.2
"KALPATARU PROJECTS INTERNATIONAL LIMITED","FY 2024-25",Non-PSU,"West Bengal","Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.105
"THE SOUTH INDIAN BANK LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.007175
"CENTRAL COALFIELDS LIMITED","FY 2024-25",PSU,Jharkhand,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08742183399999999
"CAN FIN HOMES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.0432588
"HDFC BANK LIMITED","FY 2024-25",Non-PSU,Assam,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",30.0
"SHREE CEMENT LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0967565
"MAHANADI COALFIELDS LIMITED","FY 2024-25",PSU,Odisha,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.26438426800000003
"MANGALORE REFINERY AND PETROCHEMICALS LIMITED","FY 2024-25",PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.043565954
"GRASIM INDUSTRIES LTD","FY 2024-25",Non-PSU,"West Bengal","Rural development projects","Rural Development",0.1657324
"BHARAT PETROLEUM CORPORATION LIMITED","FY 2024-25",PSU,"Madhya Pradesh",Education,"Education, Differently Abled, Livelihood",0.03824352
"KALYAN JEWELLERS INDIA LIMITED","FY 2024-25",Non-PSU,Kerala,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"HINDUSTAN PETROLEUM CORPORATION LIMITED","FY 2024-25",PSU,"Andhra Pradesh","Vocational skills","Education, Differently Abled, Livelihood",2.0
"CHENNAI PETROLEUM CORPORATION LIMITED","FY 2024-25",PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.1
"SOUTH EASTERN COALFIELDS LIMITED","FY 2024-25",PSU,Chhattisgarh,"Rural development projects","Rural Development",0.049
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.202697475
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00035
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Rural development projects","Rural Development",0.1769984
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00025
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.176784
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0005996
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1327996
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00025
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1187711
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00035
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2842814
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00035
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.069746
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00114
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Training to promote sports","Encouraging Sports",0.0647131
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0005
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0498332
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00025
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0005
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Rural development projects","Rural Development",0.0444325
"SOUTH EASTERN COALFIELDS LIMITED","FY 2024-25",PSU,Chhattisgarh,"Vocational skills","Education, Differently Abled, Livelihood",0.049
"RELIANCE INDUSTRIES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Gender equality","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.099639
"MARUTI SUZUKI INDIA LIMITED","FY 2024-25",Non-PSU,Haryana,"Rural development projects","Rural Development",5.353153081
"GAIL (INDIA) LIMITED","FY 2024-25",PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0138349
"POWER GRID CORPORATION OF INDIA LIMITED","FY 2024-25",PSU,Haryana,Education,"Education, Differently Abled, Livelihood",2.7531
"NHPC LIMITED","FY 2024-25",PSU,"Jammu and Kashmir",Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.098713
"NTPC LIMITED","FY 2024-25",PSU,Assam,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.15
"TAMILNAD MERCANTILE BANK LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Special education","Education, Differently Abled, Livelihood",0.010164
"L&T TECHNOLOGY SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.2027582
"LARSEN AND TOUBRO LIMITED","FY 2024-25",Non-PSU,"PAN India",Education,"Education, Differently Abled, Livelihood",0.96
"NOSCH LABS PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Rural development projects","Rural Development",0.0085
"TATA MOTORS PASSENGER VEHICLES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Conservation of natural resources","Environment, Animal Welfare, Conservation Of Resources",0.5
"UJJIVAN SMALL FINANCE BANK LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.168
"INDIAN OIL CORPORATION LIMITED","FY 2024-25",PSU,Haryana,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.301
"WONDER CEMENT LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.110535
"SUNDARAM FINANCE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Art and culture","Heritage Art And Culture",0.06
"ASIAN PAINTS LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Conservation of natural resources","Environment, Animal Welfare, Conservation Of Resources",0.3833784
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Bihar,Education,"Education, Differently Abled, Livelihood",0.0015
"KALPATARU PROJECTS INTERNATIONAL LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.105
"COROMANDEL INTERNATIONAL LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1764121
"MAHINDRA AND MAHINDRA LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh",Education,"Education, Differently Abled, Livelihood",0.58415
"DR.REDDY'S LABORATORIES LTD","FY 2024-25",Non-PSU,Punjab,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.0480153
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0284793
"TITAN COMPANY LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.0491
"DABUR INDIA LIMITED","FY 2024-25",Non-PSU,Bihar,"Vocational skills","Education, Differently Abled, Livelihood",0.3349328
"TATA STEEL LIMITED","FY 2024-25",Non-PSU,Odisha,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.2122846
"THE RAMCO CEMENTS LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Vocational skills","Education, Differently Abled, Livelihood",0.1880296
"APOLLO TYRES LIMITED.","FY 2024-25",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5541027
"PRUDENT CORPORATE ADVISORY SERVICES LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0006
"ASK AUTOMOTIVE LIMITED","FY 2024-25",Non-PSU,Haryana,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0266266
"HERO MOTOCORP LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3
"INFOSYS LIMITED","FY 2024-25",Non-PSU,Delhi,"Art and culture","Heritage Art And Culture",0.2
"IDBI BANK LIMITED","FY 2024-25",PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0843248
"THE SOUTH INDIAN BANK LIMITED","FY 2024-25",Non-PSU,Kerala,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005
"CENTRAL COALFIELDS LIMITED","FY 2024-25",PSU,Jharkhand,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.062029216000000005
"CAN FIN HOMES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.059472
"HDFC BANK LIMITED","FY 2024-25",Non-PSU,Delhi,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.300427365
"SHREE CEMENT LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0885685
"MAHANADI COALFIELDS LIMITED","FY 2024-25",PSU,Odisha,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.112027972
"MANGALORE REFINERY AND PETROCHEMICALS LIMITED","FY 2024-25",PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.031978
"GRASIM INDUSTRIES LTD","FY 2024-25",Non-PSU,Gujarat,"Rural development projects","Rural Development",0.0622801
"BHARAT PETROLEUM CORPORATION LIMITED","FY 2024-25",PSU,"Uttar Pradesh",Education,"Education, Differently Abled, Livelihood",1.52760096
"KALYAN JEWELLERS INDIA LIMITED","FY 2024-25",Non-PSU,Kerala,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5
"HINDUSTAN PETROLEUM CORPORATION LIMITED","FY 2024-25",PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.7965
"CHENNAI PETROLEUM CORPORATION LIMITED","FY 2024-25",PSU,"Tamil Nadu","Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0667
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0429975
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00025
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0346856
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Odisha,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00025
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0127575
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Puducherry,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.001075
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01099
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00089
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0078
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.000775
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Rural development projects","Rural Development",0.003481
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00024
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,"Training to promote sports","Encouraging Sports",0.0022339
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.001676
"NTPC LIMITED","FY 2024-25",PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0003658
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00245
"NTPC LIMITED","FY 2024-25",PSU,Meghalaya,Education,"Education, Differently Abled, Livelihood",0.0528
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00035
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.003905
"NTPC LIMITED","FY 2024-25",PSU,Mizoram,Education,"Education, Differently Abled, Livelihood",0.0076063
"SOUTH EASTERN COALFIELDS LIMITED","FY 2024-25",PSU,Chhattisgarh,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.049
"RELIANCE INDUSTRIES LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Gender equality","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.3128288
"MARUTI SUZUKI INDIA LIMITED","FY 2024-25",Non-PSU,Uttarakhand,"Rural development projects","Rural Development",0.086996686
"GAIL (INDIA) LIMITED","FY 2024-25",PSU,"Andhra Pradesh",Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01119
"POWER GRID CORPORATION OF INDIA LIMITED","FY 2024-25",PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.073926219
"NHPC LIMITED","FY 2024-25",PSU,"Jammu and Kashmir","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.095948
"NTPC LIMITED","FY 2024-25",PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1457814
"TAMILNAD MERCANTILE BANK LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.032
"L&T TECHNOLOGY SERVICES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.009
"LARSEN AND TOUBRO LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.1383613
"NOSCH LABS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0055056
"TATA MOTORS PASSENGER VEHICLES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Conservation of natural resources","Environment, Animal Welfare, Conservation Of Resources",0.5
"UJJIVAN SMALL FINANCE BANK LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03782
"INDIAN OIL CORPORATION LIMITED","FY 2024-25",PSU,"Uttar Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2778
"WONDER CEMENT LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.02525
"SUNDARAM FINANCE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Art and culture","Heritage Art And Culture",0.06
"ASIAN PAINTS LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Conservation of natural resources","Environment, Animal Welfare, Conservation Of Resources",1.037675
"IDFC FIRST BHARAT LIMITED","FY 2024-25",Non-PSU,Bihar,Education,"Education, Differently Abled, Livelihood",0.0005
"KALPATARU PROJECTS INTERNATIONAL LIMITED","FY 2024-25",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0945
"COROMANDEL INTERNATIONAL LIMITED","FY 2024-25",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0529034
"MAHINDRA AND MAHINDRA LIMITED","FY 2024-25",Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.3
"DR.REDDY'S LABORATORIES LTD","FY 2024-25",Non-PSU,"Dadra & Nagar Haveli","Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.0154197
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.018762
"TITAN COMPANY LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.18
"DABUR INDIA LIMITED","FY 2024-25",Non-PSU,Assam,"Vocational skills","Education, Differently Abled, Livelihood",0.0494811
"TATA STEEL LIMITED","FY 2024-25",Non-PSU,Odisha,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.1714262
